Date,Open,High,Low,Close,Adj Close,Volume
"Feb 25, 2025",0.999910,1.000830,0.998965,0.998965,0.998965,"162,087,043,072"
"Feb 24, 2025",1.000072,1.001366,0.999296,0.999750,0.999750,"100,852,116,996"
"Feb 23, 2025",1.000219,1.001337,0.999737,1.000115,1.000115,"54,022,199,584"
"Feb 22, 2025",0.999579,1.000759,0.999362,1.000219,1.000219,"57,283,088,675"
"Feb 21, 2025",1.000318,1.001455,0.998838,0.999522,0.999522,"108,902,119,689"
"Feb 20, 2025",0.999906,1.001427,0.999657,1.000332,1.000332,"72,455,845,464"
"Feb 19, 2025",0.999369,1.001255,0.999124,0.999929,0.999929,"65,862,475,675"
"Feb 18, 2025",0.999938,1.001204,0.999113,0.999379,0.999379,"85,488,692,072"
"Feb 17, 2025",1.000132,1.001297,0.999753,0.999933,0.999933,"73,802,340,406"
"Feb 16, 2025",1.000149,1.000815,0.999789,1.000085,1.000085,"45,737,337,095"
"Feb 15, 2025",1.000104,1.000492,0.999859,1.000154,1.000154,"49,511,991,572"
"Feb 14, 2025",1.000200,1.001267,0.999500,1.000084,1.000084,"82,431,082,792"
"Feb 13, 2025",1.000077,1.001192,0.998995,1.000161,1.000161,"83,624,826,615"
"Feb 12, 2025",0.999852,1.002392,0.999419,1.000061,1.000061,"102,503,671,614"
"Feb 11, 2025",1.000222,1.001325,0.999538,0.999860,0.999860,"84,538,857,183"
"Feb 10, 2025",1.000178,1.001405,0.999593,1.000135,1.000135,"82,150,710,154"
"Feb 9, 2025",1.000290,1.001647,0.999553,1.000194,1.000194,"67,025,155,232"
"Feb 8, 2025",1.000350,1.001049,0.999716,1.000237,1.000237,"59,882,139,192"
"Feb 7, 2025",1.000074,1.001301,0.999501,1.000305,1.000305,"107,866,064,908"
"Feb 6, 2025",1.000106,1.001752,0.999587,1.000170,1.000170,"99,009,274,148"
"Feb 5, 2025",1.000132,1.001176,0.999323,1.000132,1.000132,"100,967,848,652"
"Feb 4, 2025",1.001044,1.001592,0.999428,1.000158,1.000158,"155,187,896,041"
"Feb 3, 2025",0.999724,1.002515,0.997586,1.001051,1.001051,"292,831,861,639"
"Feb 2, 2025",0.999896,1.000807,0.998427,0.999760,0.999760,"147,745,588,018"
"Feb 1, 2025",0.999731,1.000845,0.999281,0.999843,0.999843,"72,792,811,129"
"Jan 31, 2025",1.000119,1.000592,0.999213,0.999771,0.999771,"96,233,410,167"
"Jan 30, 2025",1.000193,1.000934,0.999458,1.000122,1.000122,"83,411,405,756"
"Jan 29, 2025",0.999438,1.000633,0.999005,1.000140,1.000140,"94,067,494,817"
"Jan 28, 2025",1.000021,1.001012,0.998999,0.999649,0.999649,"91,853,415,796"
"Jan 27, 2025",0.999711,1.001316,0.998830,0.999960,0.999960,"162,852,896,419"
"Jan 26, 2025",0.999857,1.000470,0.999398,0.999650,0.999650,"63,723,125,224"
"Jan 25, 2025",0.999896,1.000224,0.999259,0.999882,0.999882,"65,014,479,482"
"Jan 24, 2025",1.000179,1.000740,0.999469,0.999892,0.999892,"106,044,721,443"
"Jan 23, 2025",0.999601,1.000863,0.998881,1.000158,1.000158,"156,427,496,541"
"Jan 22, 2025",0.999830,1.000660,0.999404,0.999542,0.999542,"112,098,975,855"
"Jan 21, 2025",0.998720,1.000528,0.998161,0.999918,0.999918,"174,822,279,640"
"Jan 20, 2025",0.998986,1.001001,0.997609,0.998951,0.998951,"273,447,339,459"
"Jan 19, 2025",0.999056,1.000063,0.997881,0.999033,0.999033,"242,157,716,336"
"Jan 18, 2025",1.000315,1.000557,0.998575,0.999059,0.999059,"142,636,119,598"
"Jan 17, 2025",0.999860,1.000984,0.999036,1.000297,1.000297,"134,437,311,375"
"Jan 16, 2025",1.000052,1.000465,0.998814,0.999900,0.999900,"121,313,098,677"
"Jan 15, 2025",0.999793,1.000961,0.997907,1.000033,1.000033,"123,293,293,794"
"Jan 14, 2025",0.999621,1.000941,0.999206,0.999793,0.999793,"98,005,957,394"
"Jan 13, 2025",0.999541,1.001001,0.998303,0.999545,0.999545,"144,300,712,698"
"Jan 12, 2025",0.999617,1.000523,0.999125,0.999534,0.999534,"54,637,025,454"
"Jan 11, 2025",0.999916,1.000809,0.999250,0.999612,0.999612,"57,535,335,308"
"Jan 10, 2025",0.999997,1.001464,0.999171,0.999911,0.999911,"118,957,513,491"
"Jan 9, 2025",0.999750,1.001382,0.999102,0.999965,0.999965,"123,330,689,723"
"Jan 8, 2025",0.999906,1.001004,0.999127,0.999760,0.999760,"136,465,081,033"
"Jan 7, 2025",1.000367,1.000840,0.998878,0.999924,0.999924,"131,667,426,225"
"Jan 6, 2025",0.999852,1.000966,0.999352,1.000427,1.000427,"108,122,902,094"
"Jan 5, 2025",0.999997,1.000526,0.999397,0.999854,0.999854,"64,028,140,855"
"Jan 4, 2025",0.999537,1.000490,0.999425,0.999983,0.999983,"74,021,836,865"
"Jan 3, 2025",0.999001,1.000435,0.998738,0.999502,0.999502,"98,538,090,257"
"Jan 2, 2025",0.997842,1.000606,0.997620,0.999115,0.999115,"105,203,615,172"
"Jan 1, 2025",0.998032,0.999236,0.997352,0.997843,0.997843,"68,502,735,817"
"Dec 31, 2024",0.998074,0.999987,0.997813,0.998078,0.998078,"91,819,301,596"
"Dec 30, 2024",0.998156,0.999716,0.997146,0.998073,0.998073,"115,072,081,499"
"Dec 29, 2024",0.998219,0.999317,0.997615,0.998148,0.998148,"69,693,606,139"
"Dec 28, 2024",0.998578,0.999638,0.997903,0.998185,0.998185,"67,439,233,134"
"Dec 27, 2024",0.998864,1.000016,0.997768,0.998633,0.998633,"109,643,243,034"
"Dec 26, 2024",0.999151,1.000598,0.998560,0.998784,0.998784,"103,981,654,028"
"Dec 25, 2024",0.999289,1.000535,0.998764,0.999168,0.999168,"95,006,873,018"
"Dec 24, 2024",0.998707,1.000375,0.998186,0.999310,0.999310,"110,251,264,354"
"Dec 23, 2024",0.999023,1.000097,0.998236,0.998721,0.998721,"143,549,331,087"
"Dec 22, 2024",0.999651,1.000627,0.998611,0.999073,0.999073,"113,706,935,887"
"Dec 21, 2024",0.999535,1.000562,0.999103,0.999770,0.999770,"145,138,019,727"
"Dec 20, 2024",0.999217,1.000717,0.997936,0.999526,0.999526,"259,587,932,676"
"Dec 19, 2024",0.999523,1.000587,0.997690,0.999200,0.999200,"235,961,162,359"
"Dec 18, 2024",1.000056,1.000339,0.998083,0.999666,0.999666,"204,621,508,146"
"Dec 17, 2024",1.000176,1.000525,0.998601,1.000052,1.000052,"153,946,818,098"
"Dec 16, 2024",0.999347,1.000615,0.998517,1.000141,1.000141,"182,117,784,211"
"Dec 15, 2024",0.999718,1.000138,0.999195,0.999438,0.999438,"110,558,845,836"
"Dec 14, 2024",1.000054,1.000331,0.999323,0.999712,0.999712,"105,119,424,690"
"Dec 13, 2024",1.000083,1.000710,0.999265,1.000132,1.000132,"138,144,222,106"
"Dec 12, 2024",1.000563,1.001109,0.999103,1.000104,1.000104,"175,416,498,704"
"Dec 11, 2024",1.000667,1.001382,0.999956,1.000551,1.000551,"183,494,290,144"
"Dec 10, 2024",1.000488,1.001573,0.999791,1.000698,1.000698,"258,614,541,407"
"Dec 9, 2024",1.000683,1.002396,0.998172,1.000447,1.000447,"268,299,692,134"
"Dec 8, 2024",1.000898,1.001244,1.000208,1.000801,1.000801,"124,097,864,930"
"Dec 7, 2024",1.001532,1.001802,1.000372,1.000911,1.000911,"134,071,994,829"
"Dec 6, 2024",1.001095,1.002089,0.999611,1.001540,1.001540,"217,009,391,726"
"Dec 5, 2024",1.001267,1.002608,0.999433,1.002224,1.002224,"300,668,571,420"
"Dec 4, 2024",1.000862,1.002683,1.000165,1.001337,1.001337,"230,862,012,926"
"Dec 3, 2024",1.000309,1.001276,0.999358,1.000986,1.000986,"228,432,340,978"
"Dec 2, 2024",1.000792,1.001538,0.999667,1.000349,1.000349,"227,268,445,649"
"Dec 1, 2024",1.000749,1.001225,1.000186,1.000762,1.000762,"130,353,277,727"
"Nov 30, 2024",1.000383,1.001060,1.000164,1.000630,1.000630,"120,928,470,477"
"Nov 29, 2024",1.000162,1.001496,0.999879,1.000366,1.000366,"134,186,448,971"
"Nov 28, 2024",1.000914,1.001253,0.999819,1.000154,1.000154,"129,679,180,306"
"Nov 27, 2024",0.999569,1.001660,0.999258,1.000994,1.000994,"160,374,457,051"
"Nov 26, 2024",0.999927,1.001423,0.999027,0.999654,0.999654,"181,473,614,140"
"Nov 25, 2024",1.001040,1.001397,0.999089,0.999989,0.999989,"191,694,839,817"
"Nov 24, 2024",1.000944,1.001458,0.999508,1.000863,1.000863,"161,179,026,067"
"Nov 23, 2024",1.001105,1.002671,0.999934,1.000926,1.000926,"175,794,188,544"
"Nov 22, 2024",1.001076,1.001560,0.999399,1.001121,1.001121,"168,744,865,627"
"Nov 21, 2024",1.000709,1.001490,0.998976,1.001054,1.001054,"196,629,125,698"
"Nov 20, 2024",1.001373,1.001767,0.999593,1.000762,1.000762,"140,774,842,890"
"Nov 19, 2024",1.000582,1.001592,0.999705,1.001337,1.001337,"145,026,896,702"
"Nov 18, 2024",1.000201,1.001341,0.999679,1.000591,1.000591,"160,315,204,053"
"Nov 17, 2024",1.000295,1.000741,0.999550,1.000219,1.000219,"132,049,931,364"
"Nov 16, 2024",1.000347,1.000787,0.999568,1.000260,1.000260,"132,581,111,290"
"Nov 15, 2024",0.999952,1.000959,0.999233,1.000367,1.000367,"162,767,483,205"
"Nov 14, 2024",1.001253,1.001477,0.999356,1.000019,1.000019,"191,362,214,233"
"Nov 13, 2024",1.000972,1.002702,0.999799,1.001271,1.001271,"249,998,968,429"
"Nov 12, 2024",1.001050,1.002034,0.999185,1.000982,1.000982,"263,991,047,405"
"Nov 11, 2024",1.000762,1.002400,0.999733,1.001116,1.001116,"221,704,336,713"
"Nov 10, 2024",1.000451,1.001307,0.999002,1.000693,1.000693,"178,936,402,107"
"Nov 9, 2024",1.000549,1.000836,0.999835,1.000440,1.000440,"79,860,693,662"
"Nov 8, 2024",1.000719,1.001484,0.999783,1.000459,1.000459,"102,072,246,665"
"Nov 7, 2024",1.000833,1.001800,0.999682,1.000715,1.000715,"113,210,698,441"
"Nov 6, 2024",0.999976,1.001752,0.998914,1.000830,1.000830,"174,263,401,161"
"Nov 5, 2024",0.999550,1.000974,0.999088,1.000001,1.000001,"69,890,308,288"
"Nov 4, 2024",0.999576,1.000636,0.998908,0.999565,0.999565,"64,129,566,492"
"Nov 3, 2024",0.999743,1.000709,0.999263,0.999591,0.999591,"57,567,131,255"
"Nov 2, 2024",0.999518,1.000489,0.999320,0.999657,0.999657,"35,453,783,349"
"Nov 1, 2024",0.998652,1.000579,0.998160,0.999442,0.999442,"75,894,767,746"
"Oct 31, 2024",0.999596,1.000572,0.998211,0.998623,0.998623,"67,445,977,914"
