Date,Open,High,Low,Close,Adj Close,Volume
"Mar 3, 2025",1.000095,1.000447,0.999699,0.999964,0.999964,"16,779,346,944"
"Mar 2, 2025",0.999817,1.002600,0.999534,1.000028,1.000028,"13,210,357,333"
"Mar 1, 2025",0.999905,1.001212,0.999489,0.999781,0.999781,"5,501,083,056"
"Feb 28, 2025",0.999766,1.001665,0.999127,0.999878,0.999878,"14,081,466,100"
"Feb 27, 2025",0.999916,1.001282,0.999441,0.999818,0.999818,"9,719,464,108"
"Feb 26, 2025",0.999934,1.001135,0.999169,0.999915,0.999915,"11,546,719,465"
"Feb 25, 2025",0.999832,1.001766,0.999003,0.999993,0.999993,"16,057,418,626"
"Feb 24, 2025",1.000039,1.001301,0.999386,0.999804,0.999804,"10,369,215,725"
"Feb 23, 2025",1.000134,1.000886,0.999658,1.000044,1.000044,"5,105,617,640"
"Feb 22, 2025",1.000217,1.000755,0.999749,1.000133,1.000133,"5,462,121,672"
"Feb 21, 2025",0.999987,1.000959,0.999332,1.000117,1.000117,"10,738,574,137"
"Feb 20, 2025",0.999948,1.000677,0.999545,0.999982,0.999982,"7,453,422,390"
"Feb 19, 2025",0.999810,1.000892,0.999593,0.999935,0.999935,"6,140,029,876"
"Feb 18, 2025",0.999964,1.001040,0.999305,0.999821,0.999821,"8,525,503,716"
"Feb 17, 2025",1.000015,1.001026,0.999649,0.999959,0.999959,"6,994,398,261"
"Feb 16, 2025",0.999992,1.000635,0.999711,0.999947,0.999947,"4,310,300,996"
"Feb 15, 2025",0.999922,1.000347,0.999759,0.999963,0.999963,"4,631,171,038"
"Feb 14, 2025",1.000059,1.001085,0.999454,0.999930,0.999930,"8,868,475,735"
"Feb 13, 2025",1.000082,1.001101,0.999120,1.000030,1.000030,"7,971,520,510"
"Feb 12, 2025",0.999936,1.001858,0.999429,1.000040,1.000040,"9,290,154,331"
"Feb 11, 2025",0.999931,1.001146,0.999602,0.999946,0.999946,"7,590,822,419"
"Feb 10, 2025",1.000029,1.001037,0.999474,0.999939,0.999939,"7,290,485,956"
"Feb 9, 2025",1.000102,1.001376,0.999593,1.000027,1.000027,"5,561,659,216"
"Feb 8, 2025",1.000154,1.000838,0.999668,1.000089,1.000089,"4,752,901,210"
"Feb 7, 2025",0.999925,1.000842,0.999382,1.000107,1.000107,"9,658,671,792"
"Feb 6, 2025",1.000008,1.001537,0.999591,1.000057,1.000057,"9,168,007,548"
"Feb 5, 2025",0.999872,1.000986,0.999124,1.000060,1.000060,"9,168,611,887"
"Feb 4, 2025",0.999916,1.000595,0.998684,0.999902,0.999902,"13,781,033,980"
"Feb 3, 2025",0.999871,1.001638,0.998332,0.999940,0.999940,"25,631,139,115"
"Feb 2, 2025",1.000115,1.000855,0.998760,0.999942,0.999942,"11,920,276,473"
"Feb 1, 2025",1.000089,1.001013,0.999480,1.000027,1.000027,"6,185,622,117"
"Jan 31, 2025",1.000001,1.000789,0.999570,1.000130,1.000130,"8,846,936,448"
"Jan 30, 2025",1.000052,1.000926,0.999558,1.000001,1.000001,"7,862,432,550"
"Jan 29, 2025",0.999951,1.000870,0.999535,1.000048,1.000048,"8,752,826,477"
"Jan 28, 2025",1.000114,1.001160,0.999434,1.000179,1.000179,"8,727,690,529"
"Jan 27, 2025",1.000074,1.001321,0.999470,1.000067,1.000067,"14,155,994,278"
"Jan 26, 2025",0.999986,1.000568,0.999630,0.999981,0.999981,"6,265,241,677"
"Jan 25, 2025",0.999962,1.000368,0.999419,0.999989,0.999989,"6,639,518,364"
"Jan 24, 2025",1.000005,1.000334,0.999326,0.999919,0.999919,"10,239,429,179"
"Jan 23, 2025",0.999978,1.000593,0.999357,0.999965,0.999965,"21,214,955,925"
"Jan 22, 2025",0.999812,1.000742,0.999543,0.999974,0.999974,"10,044,372,261"
"Jan 21, 2025",0.999956,1.001083,0.999330,0.999876,0.999876,"14,830,922,157"
"Jan 20, 2025",1.000474,1.001732,0.999124,1.000107,1.000107,"26,853,357,037"
"Jan 19, 2025",0.999972,1.002295,0.999551,1.000519,1.000519,"25,940,426,522"
"Jan 18, 2025",0.999934,1.000659,0.999298,1.000033,1.000033,"20,031,244,124"
"Jan 17, 2025",0.999992,1.000422,0.998995,0.999929,0.999929,"9,993,616,896"
"Jan 16, 2025",0.999900,1.000450,0.999269,1.000010,1.000010,"8,642,062,676"
"Jan 15, 2025",1.000133,1.001089,0.999073,0.999890,0.999890,"8,920,524,801"
"Jan 14, 2025",1.000056,1.001149,0.999554,1.000133,1.000133,"6,762,370,105"
"Jan 13, 2025",0.999970,1.001572,0.999551,0.999964,0.999964,"9,931,508,302"
"Jan 12, 2025",0.999967,1.000768,0.999519,0.999967,0.999967,"3,330,316,049"
"Jan 11, 2025",0.999953,1.000886,0.999685,0.999952,0.999952,"3,760,069,434"
"Jan 10, 2025",1.000043,1.001402,0.999331,1.000076,1.000076,"7,843,222,136"
"Jan 9, 2025",1.000008,1.001489,0.999589,1.000018,1.000018,"8,459,464,210"
"Jan 8, 2025",1.000119,1.001200,0.999486,0.999984,0.999984,"9,359,722,628"
"Jan 7, 2025",0.999898,1.000763,0.999580,1.000109,1.000109,"9,456,450,545"
"Jan 6, 2025",1.000062,1.000774,0.999520,0.999966,0.999966,"7,731,799,916"
"Jan 5, 2025",1.000209,1.000731,0.999705,1.000062,1.000062,"3,837,973,655"
"Jan 4, 2025",0.999918,1.000611,0.999749,1.000209,1.000209,"4,779,945,985"
"Jan 3, 2025",0.999960,1.000915,0.999724,0.999891,0.999891,"7,108,083,150"
"Jan 2, 2025",0.999925,1.001276,0.999624,1.000038,1.000038,"7,015,734,565"
"Jan 1, 2025",0.999969,1.000706,0.999627,0.999945,0.999945,"4,814,331,123"
"Dec 31, 2024",0.999879,1.001038,0.999640,0.999982,0.999982,"6,536,628,101"
"Dec 30, 2024",1.000073,1.001005,0.999563,0.999878,0.999878,"8,198,256,021"
